date,id,news_heading_eng,news_heading_swa,news_type
2021-03-04,tl1653,corona vaccine in danger,chanjo ya corona hatarini,Health news
2022-05-04,tl66,kalonzo rejects consultations to search for a co-contestant,kalonzo akataa mashauriano ya kutafuta mshindani mwenza,Local News
2020-05-21,bbc276,corona virus : 80 suffer from corona infection in kenya including a baby,virusi vya corona : 80 wanaugua maambukizi ya corona nchini kenya akiwemo mtoto mchanga,Local News
2021-04-20,tl1276,sugarcane growers cry industrial action will bring losses to them,wakulima wa miwa walalamika hatua za viwandani zitaleta hasara kwao,Local News
2021-09-06,tl812,mutua wants the ministry to stop the pattern of students arriving to school very early,mutua ataka wizara kusitisha mtindo wa wanafunzi kufika shuleni mapema sana,Local News
2021-11-17,tl1096,kaluma is pleased with the signing of the bill to end the 'side plan ' in inheritance,kaluma amefurahishwa na utiaji saini wa muswada wa kumaliza 'mpango wa upande ' katika mirathi,Local News
2020-10-31,bbc403,tanzania election results 2020 : kenyan president congratulates magufuli,matokeo ya uchaguzi wa tanzania 2020 : rais wa kenya ampongeza magufuli,International news
2021-05-20,tl1438,bill aimed at controlling narcotics trafficking passed by members of parliament,muswada unaolenga kudhibiti biashara ya dawa za kulevya uliopitishwa na wabunge,Local News
2021-11-05,tl1078,action taken against online criminals - matiang ' i,hatua zilizochukuliwa dhidi ya wahalifu wa mtandaoni - matiang ' i,Local News
2021-12-18,tl1152,simanzi 3 students driver died in accident .,simanzi wanafunzi 3 dereva alifariki katika ajali .,Local News
2022-06-30,tl125,moi 's grandson is haunted by his divorced wife who costs more for the children 's upbringing,mjukuu wa moi aandamwa na mkewe aliyetalikiwa ambaye anagharimu zaidi malezi ya watoto,Local News
2021-06-11,tl252,onana banned for 12 months sentence reduced by three more months,onana apigwa marufuku kwa kifungo cha miezi 12 kupunguzwa kwa miezi mitatu zaidi,Local News
2021-10-04,tl995,kafyu helps avoid bad situation as vaccination activity continues - kagwe,kafyu asaidia kuepuka hali mbaya huku shughuli za chanjo zikiendelea - kagwe,Health news
2021-06-10,tl219,magoha 's order regarding karo contradicts the government 's promise .,agizo la magoha kuhusu karo linakinzana na ahadi ya serikali .,Local News
2021-03-05,bbc465,can this labor leader be the right candidate for the presidency in kenya ?,je kiongozi huyu wa chama cha labour anaweza kuwa mgombea sahihi wa kiti cha urais nchini kenya ?,Local News
2022-05-09,tl73,fida wants presidential governorship candidates to be women,fida yataka wagombea urais ugavana wawe wanawake,Local News
2021-02-09,tl1518,extended school week,wiki ya shule iliyopanuliwa,Local News
2021-02-28,tl1620,business of pregnant women 's urine yanoga tz,biashara ya mkojo wa wanawake wajawazito yanoga tz,Local News
2021-07-23,bbc558,wives of presidents : meet the wife of the drc president denise nyakeru nkana tshisekedi,wake wa marais : kutana na mke wa rais wa drc denise nyakeru nkana tshisekedi,Local News
2021-06-01,tl155,murder : suspected sidekicks .,mauaji : watuhumiwa wa sidekicks .,Local News
2022-06-09,tl98,mirema : dennis gachoki is released after lack of evidence,mirema : dennis gachoki aachiliwa huru baada ya kukosa ushahidi,Local News
2021-10-09,tl1015,relief if the price of coffee strengthens,unafuu endapo bei ya kahawa itaimarika,Local News
2021-08-18,tl708,ogiek ndorobo ask for a session with the president about land,ogiek ndorobo waomba kikao na rais kuhusu ardhi,Local News
2021-02-15,tl1557,bbi : councilors want session with uhuru ruto,bbi : madiwani wanataka kikao na uhuru ruto,Local News
2021-06-15,tl294,new mutuya primary school opens in ruiru,shule ya msingi mpya ya mutuya yafunguliwa ruiru,Local News
2020-09-27,bbc382,uk : doctor in gamston ca n't donate blood 'because his wife is african ',uingereza : daktari huko gamston hawezi kuchangia damu 'kwa sababu mke wake ni mwafrika ',International news
2021-03-02,tl1633,the government promises to protect the corona vaccine against fraudsters,serikali yaahidi kulinda chanjo ya corona dhidi ya walaghai,Health news
2021-07-28,bbc559,'catch up ' : a program that gives hope to girls who have dropped out of school in kenya,catch up ' : mpango unaowapa matumaini wasichana ambao wameacha shule nchini kenya,Local News
2020-09-16,bbc369,corona virus : kenya opens its skies to tanzania,virusi vya corona : kenya yafungua anga yake kuelekea tanzania,Local News
2021-07-06,tl462,matiang ' i promises to stop kidnapping in the country,matiang ' i aahidi kukomesha utekaji nyara nchini,Local News
2021-07-12,tl477,lawmakers put more burden on taxpayers by recommending laptops to be purchased,wabunge waweka mzigo zaidi kwa walipa kodi kwa kupendekeza laptops zinunuliwe,Financial news
2021-10-10,tl1021,full of hope the sugar factory will start roaring again,kamili ya matumaini kiwanda cha sukari kitaanza kunguruma tena,Local News
2021-05-10,tl1372,residents sleeping in the forest fearing arrest,wakazi waliolala msituni wakihofia kukamatwa,Local News
2021-06-13,tl284,kingi aonya maafisa,kingi aonya maafisa,Local News
2021-09-21,tl903,kenyans 'push ' up oil prices tz,wakenya 'wasukuma ' bei ya mafuta tz,Local News
2021-09-30,tl968,companies should strengthen privacy of customer data,kampuni zinapaswa kuimarisha faragha ya data ya wateja,Local News
2021-09-01,tl784,machines picking pickers work,mashine za kuokota pickers kazi,Local News
2021-04-01,tl1168,the liwatoni bridge increases the risk of corona spreading,daraja la liwatoni laongeza hatari ya kusambaa kwa corona,Local News
2021-06-25,tl396,the ugandan parliament has recorded 200 cases of corona infection within 3 weeks,bunge la uganda limerekodi visa 200 vya maambukizi ya corona ndani ya wiki 3,Health news
2021-07-20,tl534,household elders will clean roads dangerous for accidents,wazee wa kaya watasafisha barabara hatari kwa ajali,Local News
2021-08-13,tl678,chiefs farewell to colonial offices,wakuu waagana na ofisi za kikoloni,Local News
2020-04-05,bbc207,corona virus : kenya confirms 16 new corona patients,virusi vya corona : kenya yathibitisha wagonjwa wapya 16 wa corona,Local News
2021-07-20,tl533,a bill in parliament to create a 'representative-elders ',muswada bungeni wa kuunda 'wawakilishi-wazee ',Local News
2021-05-04,tl1340,president suluhu inspected the military honor parade,rais suluhu akagua gwaride la heshima la jeshi,Local News
2021-02-24,tl1605,the poor health sector for the rich affected,sekta maskini ya afya kwa matajiri walioathirika,Local News
2021-08-24,tl738,police kills hospitalized boyfriend,polisi wamuua mpenzi aliyelazwa hospitalini,Local News
2021-02-10,tl1524,nys young husbands are arbitrarily taking their wives,waume wadogo wa nys wanachukua wake zao kiholela,Local News
2021-09-25,tl927,several juja students failed to join the first form due to lack of grades,wanafunzi kadhaa wa juja walishindwa kujiunga na kidato cha kwanza kutokana na ukosefu wa alama,Local News
2019-10-17,bbc62,can you be kind to strangers ?,je unaweza kuwa mkarimu kwa wageni ?,Local News
2021-09-17,tl879,the person who defrauded sh5 million was charged,mtu aliyelaghai sh5 milioni alishtakiwa,Local News
2021-05-04,bbc527,president samia and kenyatta agree to resolve trade barriers between tanzania and kenya,rais samia na kenyatta wakubaliana kutatua vikwazo vya kibiashara kati ya tanzania na kenya,Local News
2020-03-28,bbc201,coronavirus : cases of the infection of the coronavirus are increasing in uganda and kenya two have recovered,virusi vya corona : visa vya maambukizi ya virusi vya corona vinaongezeka nchini uganda na kenya wawili wamepona,Health news
2021-03-19,tl1746,a hard worker with the nickname of 'bulldozer ' who raised tz,mfanyakazi mwenye bidii na jina la utani la 'bulldozer ' aliyeibua tz,Entertainment news
2021-09-06,tl811,only 10000 people attend the kirinyaga heroes celebrations,ni watu 10000 pekee waliohudhuria sherehe za mashujaa wa kirinyaga,Entertainment news
2021-05-31,bbc537,the brother of a turkish religious leader was arrested in kenya,ndugu wa kiongozi wa kidini wa uturuki alikamatwa nchini kenya,Local News
2021-05-07,bbc532,president samia suluhu hassan : her five quotes that made kenyans happy,rais samia suluhu hassan : nukuu zake tano zilizowafurahisha wakenya,Local News
2021-06-07,tl193,tanzania to begin vaccination exercise against corona pandemic,tanzania kuanza zoezi la chanjo dhidi ya janga la corona,Health news
2021-04-20,tl1272,hotel owners oppose bed tax .,wamiliki wa hoteli wapinga kodi ya vitanda .,Financial news
2019-10-09,bbc48,tanzania and kenya lead the number of billionaires in east africa,tanzania na kenya zinaongoza kwa idadi ya mabilionea afrika mashariki,Local News
2021-08-12,tl675,decentralization conference attended by few due to corona,kongamano la madaraka lililohudhuriwa na wachache kutokana na corona,Local News
2020-10-24,bbc401,kenyan politics is constantly changing,siasa za kenya zinabadilika kila mara,Local News
2021-04-23,bbc490,five days a week jacob ghost mulee works as a radio host,siku tano kwa wiki jacob ghost mulee anafanya kazi kama mtangazaji wa redio,Entertainment news
2021-09-27,tl935,meru continues to benefit from the project to improve potato farming,meru yaendelea kunufaika na mradi wa kuboresha kilimo cha viazi,Local News
2021-09-30,tl969,kanu nominates gedion moi to run for presidency 2022,kanu yamteua gedion moi kuwania urais 2022,Local News
1900-01-31,bbc602,students who are same-sex lovers in kenya to be prevented from going to boarding schools - minister of education,wanafunzi ambao ni wapenzi wa jinsia moja nchini kenya kuzuiwa kwenda shule za bweni - waziri wa elimu,Local News
2021-08-01,tl620,as raila weaves odm and nyanza ready for 2022,huku raila akisuka odm na nyanza tayari kwa 2022,Local News
2021-06-30,tl420,eight students in the rehabilitation center receive funding to continue with high school education,wanafunzi wanane wa kituo cha ukarabati wapata ufadhili waendelea na elimu ya sekondari,Local News
2021-04-07,tl1198,the union of churches under the umbrella of feicck condemn the action of the police to invade the church,muungano wa makanisa chini ya mwavuli wa feicck walaani kitendo cha polisi kuvamia kanisa,Local News
2021-09-30,tl963,taita taveta free to tax cities disputed by makueni county,taita taveta huru kutoza ushuru miji inayozozaniwa na kaunti ya makueni,Financial news
2021-05-18,tl1418,tanzania : committee recommends lockdown to reduce covid-19 infections,tanzania : kamati yapendekeza lockdown kupunguza maambukizi ya covid-19,Local News
2021-02-15,tl1548,garissa senator yusuf haji dies,seneta wa garissa yusuf haji afariki dunia,Local News
2021-06-23,tl331,open markets allowed in closed counties,masoko ya wazi yaruhusiwa katika kaunti zilizofungwa,Local News
2021-12-03,tl1122,eacc promises to strictly filter 2022 candidates,eacc yaahidi kuchuja kikamilifu wagombea 2022,Local News
2021-03-19,tl1748,samia luhu to take the steering of tanzania for the remaining period,samia luhu kuchukua uongozi wa tanzania kwa kipindi kilichobaki,Local News
2021-12-13,tl1133,five police against suspicion in a case where a prisoner died in a cell,polisi watano dhidi ya tuhuma katika kesi ambapo mfungwa alifariki katika seli,Local News
2020-03-05,bbc176,uhuru kenyatta says the move by somali soldiers to enter kenya is an act of aggression,uhuru kenyatta anasema hatua ya wanajeshi wa somalia kuingia kenya ni kitendo cha uchokozi,Local News
2020-01-16,bbc131,a famous athlete shows the dust to kenya 's anti-doping officials,mwanariadha maarufu akiwaonyesha kivumbi maafisa wa kupambana na matumizi ya dawa za kuongeza nguvu nchini kenya,Health news
2021-02-22,tl1597,mku wef enter into an agreement to elevate women economically,mku wef waingia makubaliano ya kuwainua wanawake kiuchumi,Local News
2021-09-28,tl951,it emerged that a businessman from south sudan a kenyan citizen was visited by two men the night he was killed,ilibainika kuwa mfanyabiashara kutoka sudan kusini raia wa kenya alitembelewa na watu wawili usiku aliouawa,Local News
2021-08-17,tl702,natembeya fires security officers,natembeya yawafuta kazi maofisa usalama,Local News
2021-04-03,tl1177,soluhu azma increases taxes kenyans are hurt more,soluhu azma aongeza ushuru wakenya waumia zaidi,Financial news
2021-02-07,tl1503,everton crushed man-united 's hopes of winning the epl title,everton yavunja matumaini ya man-united kushinda taji la epl,Sports news
2021-06-11,tl243,magoha 's order regarding karo violates the government 's promise,agizo la magoha kuhusu karo lakiuka ahadi ya serikali,Local News
2021-03-27,tl1788,several survivors die after bus loses direction thika road,manusura kadhaa wafariki baada ya basi kupoteza mwelekeo barabara ya thika,Local News
2019-10-01,bbc41,kenya ferry : `` we have identified the locations of the car that sank at the likoni ferry '',kenya ferry : `` tumetambua maeneo ya gari lililozama kwenye kivuko cha likoni '',Local News
2021-05-01,tl1324,british man wants judge to recuse from child custody case,mwanamume mwingereza ataka jaji ajiondoe katika kesi ya mahabusu ya watoto,Local News
2021-06-04,tl177,icj protect constitutions attack freedom,icj kulinda katiba kushambulia uhuru,Local News
2021-09-28,tl949,report raises concerns about pig care,ripoti yaibua wasiwasi kuhusu utunzaji wa nguruwe,Local News
2021-10-18,tl1037,anita : aims to suffer in acting and beauty matters,anita : inalenga kuteseka katika uigizaji na masuala ya urembo,Local News
2021-07-24,tl576,italian accused of stealing a taxi,muitaliano atuhumiwa kuiba teksi,International news
2020-04-25,bbc240,corona virus : president kenyatta extends the curfew in four counties for 21 more days,virusi vya corona : rais kenyatta aongeza marufuku ya kutotoka nje katika kaunti nne kwa siku 21 zaidi,Local News
2021-06-08,tl212,ayimba 's last journey begins with mass of the dead south b,safari ya mwisho ya ayimba yaanza na misa ya wafu kusini b,Entertainment news
