date,id,news_heading_eng,news_heading_swa,News type
2021-07-12,tl478,mku collaborates with the un to care for those living with disabilities .,mku inashirikiana na umoja wa mataifa kuwahudumia wale wanaoishi na ulemavu .,Local News
2021-06-13,tl273,chipu breaks the rugby rock to prepare for the africa cup .,chipu avunja mwamba wa raga kujiandaa na kombe la afrika .,Sports news
2021-03-30,tl1813,neighbor 's drone scared ruto 's wife,ndege isiyo na rubani ya jirani ilimtisha mke wa ruto,Local News
2021-06-03,tl174,duale wanted the korane government to strengthen services in garissa,duale aliitaka serikali ya korane kuimarisha huduma garissa,Local News
2021-03-13,tl1704,waqo again refused the invitation of the pic,waqo alikataa tena mwaliko wa pic,Local News
2021-06-23,tl365,handishek is the fruit of bad leadership - mutua,handishek ni matunda ya uongozi mbaya - mutua,Local News
2021-03-23,tl1770,2500 students to get free food in 18 public schools in ruiru,wanafunzi 2500 kupata chakula cha bure katika shule 18 za umma ruiru,Local News
2021-05-15,tl1404,the government increases fuel prices after judges tore up bbi,serikali yaongeza bei ya mafuta baada ya majaji kuisambaratisha bbi,Local News
2021-03-16,tl1731,national ids removed service numbers used,vitambulisho vya taifa vyaondolewa namba za huduma kutumika,Local News
2021-09-29,tl954,finally bomet sells majanichai to iran,hatimaye bomet amuuzia majanichai iran,International news
2021-06-11,tl243,magoha 's order regarding karo violates the government 's promise,agizo la magoha kuhusu karo lakiuka ahadi ya serikali,Local News
2021-06-19,tl305,gatundu drunkards alcohol rebels to engage in useful work,gatundu amelewa waasi wa pombe kujihusisha na kazi muhimu,Local News
2021-12-02,tl1117,judge rejects language complaint,jaji akataa malalamiko ya lugha,Local News
2021-03-09,tl1679,politicians begin to be accused of election violence,wanasiasa waanza kutuhumiwa kwa ghasia za uchaguzi,Local News
2021-02-12,tl1535,we will have controlled the locust pest by june 2021 – munya,tutakuwa tumedhibiti wadudu wa nzige kufikia juni 2021 - munya,Local News
2021-06-03,tl167,the movement to protect the constitution will not tire of saving the country - karua,harakati za kulinda katiba hazitachoka kuokoa nchi - karua,Local News
2021-06-11,tl247,the farmer earns from plants and fish farming,mkulima apata kutokana na mimea na ufugaji wa samaki,Local News
2021-09-29,tl956,members of parliament admit iebc has lacked election funds,wabunge wakiri iebc imekosa fedha za uchaguzi,Local News
2021-02-23,tl1602,osoro narrates the troubles he went through at the hands of the police when he was prevented from attending nyachae 's funeral,osoro asimulia shida alizopitia mikononi mwa polisi alipozuiwa kuhudhuria mazishi ya nyachae,Local News
2022-06-08,tl95,kithi ignores demands to withdraw and support jumwa governorship,kithi apuuza madai ya kujiondoa na kuunga mkono ugavana wa jumwa,Local News
2021-06-04,tl179,garissa station ocs released on bail denies murder charges,ocs ya kituo cha garissa yaachiliwa kwa dhamana yakanusha mashtaka ya mauaji,Local News
2021-10-04,tl991,a 'party ' for drunks 1800 bars are required to sell all their alcohol today,'chama ' kwa walevi baa 1800,Local News
2021-09-18,tl890,former kemri leader dr. davy koech fined sh19.6m,aliyekuwa kiongozi wa kemri dkt davy koech apigwa faini ya sh19.6m,Local News
2022-06-09,tl98,mirema : dennis gachoki is released after lack of evidence,mirema : dennis gachoki aachiliwa huru baada ya kukosa ushahidi,Local News
2021-07-23,tl565,firefighters benefit from modern training,zimamoto wanufaika na mafunzo ya kisasa,Local News
2021-02-11,tl1529,drugs depriving young people of a place in the army,dawa za kulevya kuwanyima vijana nafasi jeshini,Local News
2021-02-01,tl1476,sonko accompanies his lawyer to the dci offices,sonko aandamana na wakili wake katika afisi za dci,Local News
2021-08-29,tl764,a man is found dead in gesti,mwanamume mmoja apatikana amekufa gesti,Local News
2021-02-09,tl1520,havi aka hard,havi aka ngumu,Local News
2021-05-27,tl1458,a woman runs away from her husband and marries the 'holy spirit ',mwanamke anamkimbia mumewe na kuoa 'roho mtakatifu ',Local News
2021-09-24,tl917,the alleged attempted murderer 'shakes ' the case,anayedaiwa kujaribu kumuua 'atikisa ' kesi,Local News
2021-10-08,tl1009,county employees strike 'unappreciated ',wafanyakazi wa kaunti wagoma 'wasiothaminiwa ',Local News
2021-02-18,tl1570,kimemia condemns building demolition ol kalou,kimemia yalaani ubomoaji wa jengo ol kalou,Local News
2021-02-05,tl1492,a politician claims to have been captured and thrown into the forest,mwanasiasa adai kukamatwa na kutupwa msituni,Local News
2021-05-30,tl1465,iebc blames police for by-election violence,iebc yawalaumu polisi kwa ghasia za uchaguzi mdogo,Local News
2021-07-27,tl595,we should be taught how to catch fish and not be brought fish says peter kenneth,tunapaswa kufundishwa jinsi ya kukamata samaki na sio kuletwa samaki anasema peter kenneth,Local News
2021-04-21,tl1279,iebc : process to appoint 4 new commissioners to pick up speed ​​this week,iebc : mchakato wa kuteua makamishna wapya 4 kuchukua kasi wiki hii,Local News
2021-09-18,tl885,lust leads luxury hotel to closure,tamaa yaongoza hoteli ya kifahari kufungwa,Local News
2021-03-29,tl1796,500 vendors have no place to sell after the huts were demolished in muthurwa,wachuuzi 500 hawana pa kuuza baada ya vibanda hivyo kubomolewa muthurwa,Local News
2021-12-27,tl1155,church criticizes mandatory vaccination,kanisa lakosoa chanjo ya lazima,Local News
2021-10-08,tl1013,mixed opinions online dci begins using kiswahili to narrate events,maoni mchanganyiko mtandaoni dci yaanza kutumia kiswahili kusimulia matukio,Local News
2021-03-30,tl1812,kcse : officer abambawa na magoha helping candidates with fraud,kcse : afisa abambawa na magoha awasaidia wagombea kwa udanganyifu,Local News
2021-06-21,tl315,kq adds sh25 million to safari rally,kq yaongeza sh25 milioni kwa safari rally,Financial news
2021-03-16,tl1730,kenya lost sh560 billion due to corona 2020 - president kenyatta,kenya ilipoteza sh560 bilioni kutokana na corona 2020 - rais kenyatta,Financial news
2021-05-14,tl1401,klio taveta the management of ruto farm drying up the lake give yourself,klio taveta usimamizi wa shamba la ruto kukausha ziwa jipe mwenyewe,Local News
2021-06-09,tl217,wolves appointed coach bruno lage to fill the vacancy of coach nuno espirito,wolves wateuliwa kocha bruno lage kujaza nafasi ya kocha nuno espirito,Sports news
2021-05-14,tl1398,budding model to represent kenya in european competitions,mfano wa budding kuwakilisha kenya katika mashindano ya ulaya,International news
2021-05-04,tl1339,three foreign nationals arrested in ruiru for finding counterfeit money,raia watatu wa kigeni wakamatwa ruiru kwa kutafuta pesa bandia,Local News
2021-08-09,tl662,dr. ruto 's native turk is expelled from the country,mturuki mzawa wa dkt ruto afukuzwa nchini,Local News
2021-04-05,tl1186,thousands go to england before prohibition begins,maelfu waenda uingereza kabla ya marufuku kuanza,International news
2021-08-14,tl690,hospital admits to being overwhelmed by corona patients,hospitali yakiri kuzidiwa na wagonjwa wa corona,Health news
2021-12-03,tl1120,eacc yammulika lamu governor .,gavana wa eacc yammulika lamu .,Local News
2021-07-29,tl606,dpp to indict police officer for bucha kiamaiko 's murder,dpp kumshtaki afisa wa polisi kwa mauaji ya bucha kiamaiko,Local News
2021-10-19,tl1044,porter in trouble for taking pictures of a woman in the bathroom,porter akiwa matatani kwa kupiga picha za mwanamke bafuni,Local News
2021-10-13,tl1029,he was sentenced to five years in prison for demanding ransom money from a living person,alihukumiwa kifungo cha miaka mitano jela kwa kudai fedha za fidia kutoka kwa mtu aliye hai,Local News
2021-09-28,tl948,how the farmer faces the trouble of fresh farm crops deteriorating by adding value,jinsi mkulima anavyokabiliwa na shida ya mazao safi ya kilimo kuzorota kwa kuongeza thamani,Local News
2021-04-26,tl1303,king'angi and nine journalists released after being in cell,king'angi na waandishi wa habari tisa waachiwa baada ya kuwa ndani ya seli,Local News
2021-03-23,tl1768,kmpdu promises to motivate health care workers to receive the covid-19 vaccination,kmpdu yaahidi kuwahamasisha wahudumu wa afya kupokea chanjo ya covid-19,Health news
2021-03-04,tl1651,bill to regulate digital credits prepared,muswada wa sheria ya kudhibiti mikopo ya kidijitali iliyoandaliwa,Financial news
2022-05-05,tl68,isaack hassan and his former deputy zaja are going to be judges,isaack hassan na naibu wake wa zamani zaja watakuwa majaji,Local News
2021-04-02,tl1175,the portuguese who sent a drone to ruto 's residence is charged,mreno aliyetuma ndege isiyo na rubani katika makazi ya ruto ashtakiwa,International news
2021-03-13,tl1706,some lamu muslims are sad kafyu will disrupt worship again in the month of ramadhan,baadhi ya waislamu wa lamu ni sad kafyu atavuruga ibada tena katika mwezi wa ramadhan,Local News
2021-10-04,tl988,corona : the government is urged to open the economy,corona : serikali yatakiwa kufungua uchumi,Local News
2021-04-11,tl1227,the catholic church wants kenya to stop its plan to close refugee camps,kanisa katoliki laitaka kenya kusitisha mpango wake wa kufunga kambi za wakimbizi,Local News
2021-06-28,tl413,technical challenges delay electronic card scheme for fishermen,changamoto za kiufundi kuchelewesha mpango wa kadi za kielektroniki kwa wavuvi,Local News
2021-06-12,tl260,officers afraid of patients steal mosquito nets,maofisa waogopa wagonjwa kuiba vyandarua vya mbu,Local News
2021-08-15,tl695,social media users want justice for two brothers who died at the hands of the police,watumiaji wa mitandao ya kijamii wataka haki kwa ndugu wawili waliofariki mikononi mwa polisi,Local News
2021-03-04,tl1650,mathare safety hazard areas listed,maeneo hatarishi ya usalama wa mathare yaorodheshwa,Local News
2021-02-10,tl1524,nys young husbands are arbitrarily taking their wives,waume wadogo wa nys wanachukua wake zao kiholela,Local News
2021-10-24,tl1065,the government collaborates with fao to emerge with a special plan against plant pests,serikali yashirikiana na fao kuibuka na mpango maalum dhidi ya wadudu waharibifu wa mimea,Local News
2021-08-15,tl696,democracy fighter nthenge is buried without fanfare,mpigania demokrasia nthenge azikwa bila ushabiki,Local News
2021-05-23,tl1444,3 million children in 13 counties to receive polio vaccination,watoto milioni 3 katika kaunti 13 kupokea chanjo ya polio,Health news
2021-09-14,tl859,senator mithika linturi accused of sexual abuse,seneta mithika linturi ashtakiwa kwa unyanyasaji wa kingono,Local News
2021-08-18,tl710,he refused to rob a hotel,alikataa kuiba hoteli,Local News
2021-03-02,tl1632,accused of killing burundian citizens .,watuhumiwa wa mauaji ya raia wa burundi .,Local News
2021-07-22,tl556,member of parliament doubts buxton houses if construction continues to be delayed,mbunge atilia shaka nyumba za buxton iwapo ujenzi utaendelea kucheleweshwa,Local News
2021-10-10,tl1025,the ministry issues a warning against the use of pesticides,wizara yatoa tahadhari dhidi ya matumizi ya viuatilifu,Local News
2021-04-20,tl1274,a call for disabled people to join development projects,wito kwa wenye ulemavu kujiunga na miradi ya maendeleo,Local News
2021-05-19,tl1422,kfs opposes the case to turn off mpesa likoni,kfs yapinga kesi ya kumzima mpesa likoni,Local News
2021-03-02,tl1633,the government promises to protect the corona vaccine against fraudsters,serikali yaahidi kulinda chanjo ya corona dhidi ya walaghai,Health news
2021-10-19,tl1049,the board searches for the source of the building collapse,bodi yatafuta chanzo cha kuanguka kwa jengo,Local News
2021-08-31,tl780,lecturers ' strike called off after salary negotiations,mgomo wa wahadhiri wasitishwa baada ya majadiliano ya mishahara,Local News
2021-03-02,tl1642,fragile situation barcelona ex-citizens and three others being forced,hali tete barcelona raia wa zamani na wengine watatu kulazimishwa,Sports news
2021-07-23,tl568,the driver narrates how he saved passengers when the bus was attacked by terrorists,dereva asimulia jinsi alivyookoa abiria wakati basi liliposhambuliwa na magaidi,Local News
2021-08-27,tl753,the government plans to vaccinate millions,serikali yapanga kutoa chanjo kwa mamilioni,Health news
2021-08-04,tl645,he sells his father 's house owing him sh200000,anauza nyumba ya baba yake akimdai sh200000,Local News
2021-04-23,tl1286,mku collaborates with kfs to implement tree planting projects,mku yashirikiana na kfs kutekeleza miradi ya upandaji miti,Local News
2021-02-10,tl1525,relief for sonko getting bail of sh300000 but,afueni kwa sonko kupata dhamana ya sh300000 lakini ...,Local News
2021-04-16,tl1257,sea hunt depletes fish,uwindaji wa baharini wapunguza samaki,Local News
2021-12-17,tl1149,the police informant in the willie kimani murder case was paid sh3000,mtoa taarifa wa polisi katika kesi ya mauaji ya willie kimani alilipwa sh3000,Local News
2021-07-20,tl530,cultivation of bananas type tcb and migiga with benefits for the farmer,kilimo cha aina ya ndizi tcb na migiga na faida kwa mkulima,Local News
2021-08-03,tl637,construction of the comfort bridge delayed,ujenzi wa daraja la faraja wachelewa,Local News
2021-05-04,tl1340,president suluhu inspected the military honor parade,rais suluhu akagua gwaride la heshima la jeshi,Local News
2021-05-20,tl1434,man jumps from tenth floor mombasa,mwanamume aruka kutoka ghorofa ya kumi mombasa,Local News
2021-08-20,tl722,warning to journalists regarding political reports,onyo kwa waandishi wa habari kuhusu ripoti za kisiasa,Local News
2021-04-05,tl1193,suspect of crime under the 'gaica army ' network finally arrested,mshukiwa wa uhalifu chini ya mtandao wa 'jeshi la gaica ' hatimaye akamatwa,Local News
2021-04-08,tl1204,kang'ata wants matiang ' i to amend his coffee time notice,kang'ata ataka matiang ' i kurekebisha ilani yake ya muda wa kahawa,Local News
2021-07-15,tl494,omar lali mpenziwe late tecra muigai is ordered to attend court sessions until the investigation of tecra 's death is complete,omar lali mpenziwe marehemu tecra muigai aamriwa kuhudhuria vikao vya mahakama hadi uchunguzi wa kifo cha tecra utakapokamilika,Local News
2021-03-11,tl1695,fear the number of new covid-19 cases continues to rise,hofu idadi ya visa vipya vya covid-19 yaendelea kuongezeka,Local News
